web-scraper-order,web-scraper-start-url,disinfo-case-link,disinfo-case-link-href,title,date,keywords
1653635110-1038,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,There has never been a Ukrainian nation,https://euvsdisinfo.eu/report/there-has-never-been-a-ukrainian-nationn,Disinfo: There has never been a Ukrainian nation,DATE OF PUBLICATION: 09/07/2021,"Keywords: Ukrainian statehood, Ukraine, Historical revisionism"
1653634951-982,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,The coup led to the deterioration of Russian - Ukrainian relations,https://euvsdisinfo.eu/report/the-coup-led-to-the-deterioration-of-russian-ukrainian-relations,Disinfo: The coup led to the deterioration of Russian - Ukrainian relations,DATE OF PUBLICATION: 26/06/2021,"Keywords: War in Ukraine, Ukrainian statehood, Ukraine, illegal annexation, Coup, Crimea, Euromaidan, Donbas, DNR, LNR"
1653634991-996,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,The US has extended its influence in Russia and Former Warsaw Pact countries by orchestrating colour revolutions,https://euvsdisinfo.eu/report/the-us-has-extended-its-influence-in-russia-and-former-warsaw-pact-countries-by-orchestrating-colour-revolutions,Disinfo: The US has extended its influence in Russia and Former Warsaw Pact countries by orchestrating colour revolutions,DATE OF PUBLICATION: 29/06/2021,"Keywords: Colour revolutions, George Soros, Euromaidan, Encircling Russia, Protest"
1653635053-1018,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,Ukraine to sell its land to West in exchange for friendship,https://euvsdisinfo.eu/report/ukraine-to-sell-its-land-to-west-in-exchange-for-friendship,Disinfo: Ukraine to sell its land to West in exchange for friendship,DATE OF PUBLICATION: 02/07/2021,"Keywords: Ukrainian statehood, War in Ukraine, humanitarian aid"
1653634906-966,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,US destroys Ukrainian economy,https://euvsdisinfo.eu/report/us-destroys-ukrainian-economy,Disinfo: US destroys Ukrainian economy,DATE OF PUBLICATION: 23/06/2021,"Keywords: Donbas, War in Ukraine, Crimea, NATO, Ukrainian disintegration, Economic difficulties"
1653634849-946,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,The EU knows Crimea is Russian and that the decision to annex it was based on a referendum,https://euvsdisinfo.eu/report/the-eu-knows-crimea-is-russian-and-that-the-decision-to-annex-it-was-based-on-a-referendum,Disinfo: The EU knows Crimea is Russian and that the decision to annex it was based on a referendum,DATE OF PUBLICATION: 21/06/2021,"Keywords: Crimea, illegal annexation, Referendum, Manipulated elections/referendum"
1653634875-955,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,"JIT excluded Russia from MH17 probe, ignored Russian evidence",https://euvsdisinfo.eu/report/jit-excluded-russia-from-mh17-probe-ignored-russian-evidence,"Disinfo: JIT excluded Russia from MH17 probe, ignored Russian evidence",DATE OF PUBLICATION: 22/06/2021,"Keywords: MH17, Anti-Russian"
1653635014-1004,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,The US supported the 2014 coup d’état in Ukraine,https://euvsdisinfo.eu/report/the-us-supported-the-2014-coup-detat-in-ukraine,Disinfo: The US supported the 2014 coup d’état in Ukraine,DATE OF PUBLICATION: 29/06/2021,"Keywords: Coup, Euromaidan"
1653635042-1014,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,UK violated the 1982 law of the Seas Treaty,https://euvsdisinfo.eu/report/uk-violated-the-1982-law-of-the-seas-treaty,Disinfo: UK violated the 1982 law of the Seas Treaty,DATE OF PUBLICATION: 01/07/2021,"Keywords: Crimea, International Law, Provocation, Military exercise, Military, Ukrainian statehood, Black Sea, illegal annexation"
1653634957-984,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,UK warship violated Russian territorial waters,https://euvsdisinfo.eu/report/uk-warship-violated-russian-territorial-waters,Disinfo: UK warship violated Russian territorial waters,DATE OF PUBLICATION: 26/06/2021,"Keywords: Crimea, War in Ukraine, Ukrainian statehood, Manipulated elections/referendum, illegal annexation"
1653634985-994,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,Sea Breeze war games destabilises situation near Russian border,https://euvsdisinfo.eu/report/sea-breeze-war-games-destabilises-situation-near-russian-border,Disinfo: Sea Breeze war games destabilises situation near Russian border,DATE OF PUBLICATION: 28/06/2021,"Keywords: NATO, Military exercise, Russophobia"
1653634883-958,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,Violent coup in Ukraine in 2014 was organised by the US and supported by Europe,https://euvsdisinfo.eu/report/violent-coup-in-ukraine-in-2014-was-organised-by-the-us-and-supported-by-europe,Disinfo: Violent coup in Ukraine in 2014 was organised by the US and supported by Europe,DATE OF PUBLICATION: 22/06/2021,"Keywords: Coup, Viktor Yanukovych, Crimea, Euromaidan, illegal annexation, Donbas, West"
1653635068-1023,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,Ukraine became a colony of the United States,https://euvsdisinfo.eu/report/ukraine-became-a-colony-of-the-united-states,Disinfo: Ukraine became a colony of the United States,DATE OF PUBLICATION: 05/07/2021,"Keywords: Ukrainian statehood, Puppets, Sovereignty, US presence in Europe"
1653634869-953,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,The EU supported an unconstitutional coup d'état in Ukraine led by US,https://euvsdisinfo.eu/report/the-eu-supported-an-unconstitutional-coup-detat-in-ukraine-led-by-us,Disinfo: The EU supported an unconstitutional coup d'état in Ukraine led by US,DATE OF PUBLICATION: 22/06/2021,Keywords: Coup
1653635028-1009,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,NATO turns Ukraine into huge anti-Russian launchpad,https://euvsdisinfo.eu/report/nato-turns-ukraine-into-huge-anti-russian-launchpad,Disinfo: NATO turns Ukraine into huge anti-Russian launchpad,DATE OF PUBLICATION: 30/06/2021,"Keywords: NATO, Military exercise, Anti-Russian, Donbas, Crimea"
1653634942-979,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,Ukraine is a testing ground for US biological war against Russia,https://euvsdisinfo.eu/report/ukraine-is-a-testing-ground-for-us-biological-war-against-russia,Disinfo: Ukraine is a testing ground for US biological war against Russia,DATE OF PUBLICATION: 25/06/2021,"Keywords: Anti-Russian, Russophobia, Biological weapons, Encircling Russia"
1653635033-1011,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,The Netherlands is the new Western provocator in the Black Sea,https://euvsdisinfo.eu/report/the-netherlands-is-the-new-western-provocator-in-the-black-sea,Disinfo: The Netherlands is the new Western provocator in the Black Sea,DATE OF PUBLICATION: 30/06/2021,"Keywords: Black Sea, Crimea, Provocation"
1653635070-1024,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,Ukraine was artificially created by the Bolsheviks,https://euvsdisinfo.eu/report/ukraine-was-artificially-created-by-the-bolsheviks,Disinfo: Ukraine was artificially created by the Bolsheviks,DATE OF PUBLICATION: 05/07/2021,"Keywords: Historical revisionism, Russian language, Ukrainian statehood, Russian world"
1653634980-992,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,The West had organised the coup d'état against president Yanukovych,https://euvsdisinfo.eu/report/the-west-had-organised-the-coup-detat-against-president-yanukovych,Disinfo: The West had organised the coup d'état against president Yanukovych,DATE OF PUBLICATION: 28/06/2021,"Keywords: Euromaidan, Coup, Crimea, illegal annexation"
1653635059-1020,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,NATO is the initiator of destabilisation in the Black Sea region,https://euvsdisinfo.eu/report/nato-is-the-initiator-of-destabilisation-in-the-black-sea-region,Disinfo: NATO is the initiator of destabilisation in the Black Sea region,DATE OF PUBLICATION: 02/07/2021,"Keywords: NATO, Destabilising Russia, Crimea, Black Sea"
1653634854-948,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,The West needs a war in Russia’s borders and exploits Ukraine’s anti-Russian activities,https://euvsdisinfo.eu/report/west-needs-war-russia-borders-exploits-ukraine-anti-russian-activities,Disinfo: The West needs a war in Russia’s borders and exploits Ukraine’s anti-Russian activities,DATE OF PUBLICATION: 21/06/2021,"Keywords: Donbas, War in Ukraine, Russophobia, Anti-Russian"
1653634840-943,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,Russian armed forces returned from Crimea to their sites,https://euvsdisinfo.eu/report/russian-armed-forces-returned-from-crimea-to-their-sites,Disinfo: Russian armed forces returned from Crimea to their sites,DATE OF PUBLICATION: 18/06/2021,"Keywords: Ukrainian statehood, Eastern Ukraine, Military, security threat, Sergey Shoigu"
1653634863-951,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,Ukrainian soldiers are killing the wounded and the medical personnel in Donbas,https://euvsdisinfo.eu/report/ukrainian-soldiers-are-killing-the-wounded-and-the-medical-personnel-in-donbas,Disinfo: Ukrainian soldiers are killing the wounded and the medical personnel in Donbas,DATE OF PUBLICATION: 22/06/2021,"Keywords: Donbas, Donetsk, War in Ukraine"
1653635016-1005,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,Ukraine is a dangerous ally and a trap for the US,https://euvsdisinfo.eu/report/ukraine-is-a-dangerous-ally-and-a-trap-for-the-us,Disinfo: Ukraine is a dangerous ally and a trap for the US,DATE OF PUBLICATION: 30/06/2021,"Keywords: Euromaidan, Coup, Puppets, Colour revolutions, Human rights"
1653634971-989,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,The West wants to rewrite World War II history,https://euvsdisinfo.eu/report/the-west-wants-to-rewrite-world-war-ii-history,Disinfo: The West wants to rewrite World War II history,DATE OF PUBLICATION: 27/06/2021,"Keywords: Nazi/Fascist, Historical revisionism, Anti-Russian"
1653634892-961,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,The bloodthirsty West fomented a coup in Ukraine,https://euvsdisinfo.eu/report/the-bloodthirsty-west-fomented-a-coup-in-ukraine,Disinfo: The bloodthirsty West fomented a coup in Ukraine,DATE OF PUBLICATION: 22/06/2021,"Keywords: Euromaidan, Coup, Ukrainian disintegration"
1653635031-1010,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,The conflict in eastern Ukraine began with an attack from Kyiv,https://euvsdisinfo.eu/report/the-conflict-in-eastern-ukraine-began-with-an-attack-from-kyiv,Disinfo: The conflict in eastern Ukraine began with an attack from Kyiv,DATE OF PUBLICATION: 30/06/2021,"Keywords: Donbas, Ukrainian statehood, Eastern Ukraine, DNR, LNR, Military, War in Ukraine, Civil war"
1653634931-975,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,Russia is not party to Donbas conflict,https://euvsdisinfo.eu/report/russia-is-not-party-to-donbas-conflict,Disinfo: Russia is not party to Donbas conflict,DATE OF PUBLICATION: 25/06/2021,"Keywords: Donbas, War in Ukraine, Anti-Russian"
1653634962-986,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,HMS Defender violated international law when sailing in Russian territorial waters near Crimea,https://euvsdisinfo.eu/report/hms-defender-violated-international-law-when-sailing-in-russian-territorial-waters-near-crimea,Disinfo: HMS Defender violated international law when sailing in Russian territorial waters near Crimea,DATE OF PUBLICATION: 26/06/2021,"Keywords: Crimea, Black Sea, Ukraine, Occupation, International Law"
1653635002-1000,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,Ukraine and NATO to rehearse the takeover of Crimea during Sea Breeze 2021,https://euvsdisinfo.eu/report/ukraine-and-nato-to-rehearse-the-takeover-of-crimea-during-sea-breeze-2021,Disinfo: Ukraine and NATO to rehearse the takeover of Crimea during Sea Breeze 2021,DATE OF PUBLICATION: 29/06/2021,"Keywords: Military exercise, Black Sea, NATO, Ukraine, Crimea"
1653634977-991,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,"The 2014 Ukrainian coup was supported by US, NATO and EU",https://euvsdisinfo.eu/report/the-2014-ukrainian-coup-was-supported-by-us-nato-and-eu,"Disinfo: The 2014 Ukrainian coup was supported by US, NATO and EU",DATE OF PUBLICATION: 28/06/2021,"Keywords: Sergei Lavrov, European Union, NATO, Euromaidan, Coup"
1653634914-969,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,UK warship sailing on the Black Sea was provocation against Russia,https://euvsdisinfo.eu/report/uk-warship-sailing-on-the-black-sea-was-provocation-against-russia,Disinfo: UK warship sailing on the Black Sea was provocation against Russia,DATE OF PUBLICATION: 24/06/2021,"Keywords: Black Sea, Crimea, Provocation"
1653634968-988,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,UK destroyer's passage near Crimea violated international law,https://euvsdisinfo.eu/report/uk-destroyers-passage-near-crimea-violated-international-law,Disinfo: UK destroyer's passage near Crimea violated international law,DATE OF PUBLICATION: 27/06/2021,"Keywords: Crimea, Provocation, International Law, Black Sea, Military"
1653634928-974,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,Crimea united with Russia after referendum,https://euvsdisinfo.eu/report/crimea-united-with-russia-after-referendum,Disinfo: Crimea united with Russia after referendum,DATE OF PUBLICATION: 25/06/2021,"Keywords: Crimea, Referendum, Russophobia, Sanctions"
1653635045-1015,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,"Western dictatorship, backed by terror, operates in Ukraine",https://euvsdisinfo.eu/report/western-dictatorship-backed-by-terror-operates-in-ukraine,"Disinfo: Western dictatorship, backed by terror, operates in Ukraine",DATE OF PUBLICATION: 01/07/2021,"Keywords: Ukraine, Ukrainian statehood, Puppets"
