web-scraper-order,web-scraper-start-url,disinfo-case-link,disinfo-case-link-href,title,date,keywords
1653632752-578,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Kyiv is angry at Rumen Radev for Crimea comment,https://euvsdisinfo.eu/report/kyiv-is-angry-at-rumen-radev-for-crimea-comment,Disinfo: Kyiv is angry at Rumen Radev for Crimea comment,DATE OF PUBLICATION: 19/11/2021,"Keywords: Crimea, illegal annexation"
1653632789-591,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,The EU asks Russia to let the Donbas population die of starvation,https://euvsdisinfo.eu/report/the-eu-asks-russia-to-let-the-donbas-population-die-of-starvation,Disinfo: The EU asks Russia to let the Donbas population die of starvation,DATE OF PUBLICATION: 26/11/2021,"Keywords: Donbas, humanitarian aid, War in Ukraine, Eastern Ukraine, Abandoned Ukraine, Diplomacy with Russia, Josep Borrell"
1653632907-631,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,The EU Eastern Partnership is a Russophobic instrument,https://euvsdisinfo.eu/report/pls-see-cthe-eu-eastern-partnership-is-a-russophobic-instrument,Disinfo: The EU Eastern Partnership is a Russophobic instrument,DATE OF PUBLICATION: 20/12/2021,"Keywords: Eastern Partnership, Russophobia, Colour revolutions"
1653632878-621,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,The US is using the phantom of Ukraine for confrontation against Russia,https://euvsdisinfo.eu/report/the-us-is-using-the-phantom-of-ukraine-for-confrontation-against-russia,Disinfo: The US is using the phantom of Ukraine for confrontation against Russia,DATE OF PUBLICATION: 13/12/2021,"Keywords: Puppets, Anti-Russian, War preparation, Ukrainian statehood"
1653632806-597,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Crimea became part of Russia after a referendum,https://euvsdisinfo.eu/report/crimea-became-part-of-russia-after-a-referendum,Disinfo: Crimea became part of Russia after a referendum,DATE OF PUBLICATION: 30/11/2021,"Keywords: Crimea, illegal annexation, Manipulated elections/referendum, Referendum"
1653632829-605,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,The West is provoking a war against Russia,https://euvsdisinfo.eu/report/the-west-is-provoking-a-war-against-russia,Disinfo: The West is provoking a war against Russia,DATE OF PUBLICATION: 04/12/2021,"Keywords: War in Ukraine, Minsk agreements, Crimea, NATO, Eastern Ukraine"
1653632933-640,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,The US is escalating Ukrainian civil war,https://euvsdisinfo.eu/report/the-us-is-escalating-ukrainian-civil-war,Disinfo: The US is escalating Ukrainian civil war,DATE OF PUBLICATION: 31/12/2021,"Keywords: Ukrainian statehood, War in Ukraine, Eastern Ukraine, Sovereignty"
1653632681-554,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,The 2014 coup in Kyiv was followed by the ongoing armed resistance in the Donbas,https://euvsdisinfo.eu/report/the-2014-coup-in-kyiv-was-followed-by-the-ongoing-armed-resistance-in-the-donbas,Disinfo: The 2014 coup in Kyiv was followed by the ongoing armed resistance in the Donbas,DATE OF PUBLICATION: 06/11/2021,"Keywords: Donbas, War in Ukraine, Eastern Ukraine, Coup, Euromaidan, Civil war"
1653632884-623,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,NATO is adding fuel to the fire to escalate civil war in Ukraine,https://euvsdisinfo.eu/report/nato-is-adding-fuel-to-the-fire-to-escalate-civil-war-in-ukraine,Disinfo: NATO is adding fuel to the fire to escalate civil war in Ukraine,DATE OF PUBLICATION: 15/12/2021,"Keywords: NATO, Military, War in Ukraine, Civil war, Eastern Ukraine, Donbas"
1653632696-559,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,British military ship Defender deliberately entered into Russian territorial waters in June 2021,https://euvsdisinfo.eu/report/british-military-ship-defender-deliberately-entered-into-russian-territorial-waters-in-june-2021,Disinfo: British military ship Defender deliberately entered into Russian territorial waters in June 2021,DATE OF PUBLICATION: 07/11/2021,"Keywords: Crimea, Occupation, Black Sea, Provocation"
1653632875-620,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,The EU helps militarising Ukraine,https://euvsdisinfo.eu/report/the-eu-helps-militarising-ukraine,Disinfo: The EU helps militarising Ukraine,DATE OF PUBLICATION: 10/12/2021,"Keywords: Eastern Ukraine, Military, Donbas"
1653632812-599,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Ukraine is part of the Russian world that accidentally fell under Western influence,https://euvsdisinfo.eu/report/ukraine-is-part-of-the-russian-world-that-accidentally-fell-under-western-influence,Disinfo: Ukraine is part of the Russian world that accidentally fell under Western influence,DATE OF PUBLICATION: 30/11/2021,"Keywords: Sovereignty, Ukrainian statehood, Russian world, West, Puppets, Anti-Russian"
1653632890-625,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,The EU used the Eastern Partnership Summit to launch more fake news about Russia,https://euvsdisinfo.eu/report/the-eu-used-the-eastern-partnership-summit-to-launch-more-fake-news-about-russia,Disinfo: The EU used the Eastern Partnership Summit to launch more fake news about Russia,DATE OF PUBLICATION: 16/12/2021,"Keywords: War in Ukraine, Eastern Partnership, fake news"
1653632716-566,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,The age of total poverty has started in Ukraine,https://euvsdisinfo.eu/report/the-age-of-total-poverty-has-started-in-ukraine,Disinfo: The age of total poverty has started in Ukraine,DATE OF PUBLICATION: 10/11/2021,"Keywords: Ukrainian statehood, Abandoned Ukraine, Ukrainian disintegration, Economic difficulties"
1653632690-557,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,US and EU conspired to overthrow Viktor Yanukovych,https://euvsdisinfo.eu/report/us-and-eu-conspired-to-overthrow-viktor-yanukovych,Disinfo: US and EU conspired to overthrow Viktor Yanukovych,DATE OF PUBLICATION: 06/11/2021,"Keywords: Euromaidan, Coup"
1653632755-579,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,The US is instigating war in Ukraine to boycott the Nord Stream 2 project,https://euvsdisinfo.eu/report/the-us-is-instigating-war-in-ukraine-to-boycott-the-nord-stream-2-project,Disinfo: The US is instigating war in Ukraine to boycott the Nord Stream 2 project,DATE OF PUBLICATION: 19/11/2021,"Keywords: War in Ukraine, Nord Stream 2, Joe Biden"
1653632804-596,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,NATO is egging Ukraine on a military gamble,https://euvsdisinfo.eu/report/nato-is-egging-ukraine-on-a-military-gamble,Disinfo: NATO is egging Ukraine on a military gamble,DATE OF PUBLICATION: 30/11/2021,"Keywords: NATO, West, Puppets, War in Ukraine, Provocation, Encircling Russia"
1653632644-541,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Ukraine is trying to illegally change the geographical and political status of Crimea,https://euvsdisinfo.eu/report/ukraine-is-trying-to-illegally-change-the-geographical-and-political-status-of-crimea,Disinfo: Ukraine is trying to illegally change the geographical and political status of Crimea,DATE OF PUBLICATION: 26/10/2021,"Keywords: Crimea, illegal annexation"
1653632919-635,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Kyiv still does not respect the Minsk Agreements,https://euvsdisinfo.eu/report/kyiv-still-does-not-respect-the-minsk-agreements,null,null,null
1653632792-592,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,The Ukrainian regime kills the opposition with the help of neo-Nazis,https://euvsdisinfo.eu/report/the-ukrainian-regime-kills-the-opposition-with-the-help-of-neo-nazis,Disinfo: The Ukrainian regime kills the opposition with the help of neo-Nazis,DATE OF PUBLICATION: 26/11/2021,"Keywords: Nazi/Fascist, State oppression, Ukraine, Coup"
1653632815-600,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Ukraine denied reports about imminent Russian invasion; changed its stance under Western pressure,https://euvsdisinfo.eu/report/ukraine-denied-reports-about-imminent-russian-invasion-changed-its-stance-under-western-pressure,Disinfo: Ukraine denied reports about imminent Russian invasion; changed its stance under Western pressure,DATE OF PUBLICATION: 30/11/2021,null
1653632664-548,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Eastern Partnership aimed at preventing integration of six republics into Eurasian space,https://euvsdisinfo.eu/report/eastern-partnership-aimed-at-preventing-integration-of-six-republics-into-eurasian-space,Disinfo: Eastern Partnership aimed at preventing integration of six republics into Eurasian space,DATE OF PUBLICATION: 29/10/2021,"Keywords: Eastern Partnership, Eurasian economic union, EEU"
1653632844-610,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,"Biden’s stance on Ukraine was a gesture to Russophobic Baltics, Poland and Brussels",https://euvsdisinfo.eu/report/bidens-stance-on-ukraine-was-a-gesture-to-russophobic-baltics-poland-and-brussels,"Disinfo: Biden’s stance on Ukraine was a gesture to Russophobic Baltics, Poland and Brussels",DATE OF PUBLICATION: 08/12/2021,"Keywords: Russophobia, War in Ukraine, Ukrainian statehood, Joe Biden, Ursula von der Leyen, Sanctions"
1653632684-555,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,"Due to the overthrow of the Yanukovych government and the armed conflict in southeastern Ukraine, Crimea joined Russia",https://euvsdisinfo.eu/report/due-to-the-overthrow-of-the-yanukovych-government-and-the-armed-conflict-in-southeastern-ukraine-crimea-joined-russia,"Disinfo: Due to the overthrow of the Yanukovych government and the armed conflict in southeastern Ukraine, Crimea joined Russia",DATE OF PUBLICATION: 06/11/2021,"Keywords: Crimea, Manipulated elections/referendum, Referendum, election meddling, illegal annexation, Ukrainian statehood, Occupation, Sovereignty, DNR, LNR, Viktor Yanukovych, Eastern Ukraine, Civil war"
1653632707-563,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,"Ukraine was created by Lenin, Stalin, and Khrushchev",https://euvsdisinfo.eu/report/ukraine-was-created-by-lenin-stalin-and-khrushchevv,"Disinfo: Ukraine was created by Lenin, Stalin, and Khrushchev",DATE OF PUBLICATION: 10/11/2021,"Keywords: Ukrainian statehood, USSR, Novorossiya, Crimea"
1653632826-604,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Russia is a victim of anti-Russian rhetoric and it is not a threat to Ukraine,https://euvsdisinfo.eu/report/russia-is-a-victim-of-anti-russian-rhetoric-and-it-is-not-a-threat-to-ukraine,Disinfo: Russia is a victim of anti-Russian rhetoric and it is not a threat to Ukraine,DATE OF PUBLICATION: 04/12/2021,"Keywords: War in Ukraine, Crimea, illegal annexation, Eastern Ukraine, Ukrainian statehood, Manipulated elections/referendum, Anti-Russian, Coup, Euromaidan"
1653632863-616,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Relations between Moscow and Kyiv soured after the coup,https://euvsdisinfo.eu/report/relations-between-moscow-and-kyiv-soured-after-the-coup,Disinfo: Relations between Moscow and Kyiv soured after the coup,DATE OF PUBLICATION: 09/12/2021,"Keywords: Ukrainian statehood, Coup, LNR, DNR, illegal annexation, Eastern Ukraine, Crimea, Donbas, Donetsk, Civil war"
1653632858-614,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,"The West, in fact, recognised that Crimea belongs to Russia",https://euvsdisinfo.eu/report/the-west-in-fact-recognised-that-crimea-belongs-to-russia,"Disinfo: The West, in fact, recognised that Crimea belongs to Russia",DATE OF PUBLICATION: 09/12/2021,"Keywords: West, illegal annexation, Crimea, War in Ukraine"
1653632818-601,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,The US and NATO won’t hesitate to risk the lives of Ukrainians in a war,https://euvsdisinfo.eu/report/the-us-and-nato-wont-hesitate-to-risk-the-lives-of-ukrainians-in-a-war,Disinfo: The US and NATO won’t hesitate to risk the lives of Ukrainians in a war,DATE OF PUBLICATION: 03/12/2021,"Keywords: War in Ukraine, NATO, Encircling Russia, Abandoned Ukraine"
1653632798-594,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Campaign against Russia is a distraction from Ukraine’s military operation in Donbas,https://euvsdisinfo.eu/report/campaign-against-russia-is-a-distraction-from-ukraines-military-operation-in-donbas,Disinfo: Campaign against Russia is a distraction from Ukraine’s military operation in Donbas,DATE OF PUBLICATION: 28/11/2021,"Keywords: War in Ukraine, Donbas, Ukraine, Anti-Russian"
1653632702-561,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,NATO is Russophobic and threatens the mankind,https://euvsdisinfo.eu/report/nato-is-russophobic-and-threatens-the-mankind,Disinfo: NATO is Russophobic and threatens the mankind,DATE OF PUBLICATION: 09/11/2021,"Keywords: EU/NATO enlargement, Russophobia, Anti-Russian, Donbas, Warmongering"
1653632676-552,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Ukraine tries to drag Russia into hostilities in Donbas,https://euvsdisinfo.eu/report/ukraine-tries-to-drag-russia-into-hostilities-in-donbas,Disinfo: Ukraine tries to drag Russia into hostilities in Donbas,DATE OF PUBLICATION: 01/11/2021,"Keywords: Donbas, War in Ukraine, Military"
1653632661-547,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Under external control Ukraine is doomed to escalate the conflict in Donbas,https://euvsdisinfo.eu/report/under-external-control-ukraineis-doomed-to-escalate-the-conflict-in-donbas,Disinfo: Under external control Ukraine is doomed to escalate the conflict in Donbas,DATE OF PUBLICATION: 28/10/2021,"Keywords: War in Ukraine, Eastern Ukraine, Coup, Euromaidan, Donbas, DNR, LPR, NATO, Genocide"
1653632898-628,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Kyiv's leaders do not hide their desire to move from a Russophobic policy to genocide,https://euvsdisinfo.eu/report/kyivs-leaders-do-not-hide-their-desire-to-move-from-a-russophobic-policy-to-genocide,Disinfo: Kyiv's leaders do not hide their desire to move from a Russophobic policy to genocide,DATE OF PUBLICATION: 18/12/2021,"Keywords: Genocide, Donbas, Russophobia, War in Ukraine, Warmongering"
1653632699-560,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,NATO drills aimed against Russia; Founding Act bans infrastructure in new members,https://euvsdisinfo.eu/report/nato-drills-aimed-against-russia-founding-act-bans-infrastructure-in-new-members,Disinfo: NATO drills aimed against Russia; Founding Act bans infrastructure in new members,DATE OF PUBLICATION: 08/11/2021,"Keywords: NATO, Military exercise, US presence in Europe, EU/NATO enlargement, Black Sea, Anti-Russian"
